GPS time,iTOW,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel
,121414.9,0.54,-0.3,-0.46,1.55,0.16,10.21
2022:121415.100,121415.1,0.28,-0.49,-0.21,1.58,-0.1,10.23
2022:121415.400,121415.4,0.1,-0.12,0.07,1.6,0.03,10.17
,121415.6,0.61,-0.7,-0.44,1.63,0.07,10.21
,121415.8,0.33,-0.44,-0.23,1.55,0.02,10.18
,121416,0.31,-0.19,-0.36,1.57,0.07,10.24
2022:121416.200,121416.2,0.15,0.04,0.01,1.51,0.12,10.18
2022:121416.400,121416.4,0.38,-0.39,-0.43,1.58,0.1,10.16
2022:121416.600,121416.6,0.47,-0.11,-0.16,1.57,0.08,10.16
2022:121416.800,121416.8,0.41,-0.4,-0.4,1.57,0.02,10.19
,121417,0.39,-0.32,-0.16,1.56,0.01,10.2
,121417.2,0.37,-0.34,-0.3,1.58,-0.05,10.24
2022:121417.400,121417.4,0.39,-0.32,-0.31,1.57,0.11,10.15
,121417.6,0.44,-0.49,-0.2,1.58,-0.05,10.18
2022:121417.800,121417.8,0.4,-0.3,-0.22,1.61,0.02,10.18
2022:121418.000,121418,0.44,-0.61,-0.31,1.58,0.01,10.25
,121418.2,0.22,-0.42,-0.17,1.57,0.05,10.17
2022:121418.400,121418.4,0.41,-0.44,-0.24,1.58,0.08,10.19
2022:121418.600,121418.6,0.32,-0.32,-0.37,1.57,0.08,10.19
2022:121418.800,121418.8,0.31,-0.3,-0.18,1.57,0.13,10.17
2022:121419.000,121419,0.42,-0.16,-0.27,1.56,0.08,10.13
,121419.2,0.24,-0.07,-0.11,1.58,0.05,10.23
2022:121419.400,121419.4,0.34,-0.19,-0.25,1.56,0.06,10.23
2022:121419.600,121419.6,0.29,-0.43,-0.19,1.6,-0.04,10.19
2022:121419.800,121419.8,0.46,-0.17,-0.21,1.58,-0.04,10.16
2022:121420.000,121420,0.33,-0.44,-0.22,1.59,-0.03,10.27
2022:121420.200,121420.2,0.37,-0.5,-0.23,1.58,-0.04,10.2
,121420.4,0.43,-0.48,-0.31,1.61,-0.02,10.2
2022:121420.600,121420.6,0.36,-0.29,-0.2,1.57,0.04,10.19
2022:121420.800,121420.8,0.34,-0.56,-0.47,1.6,0.1,10.24
2022:121421.000,121421,0.39,-0.34,-0.23,1.57,0.07,10.15
2022:121421.200,121421.2,0.29,-0.49,-0.38,1.56,0.18,10.15
,121421.4,0.41,-0.16,-0.11,1.64,0.07,10.12
2022:121421.600,121421.6,0.53,-0.03,-0.52,1.54,0.09,10.17
,121421.8,0.28,-0.21,-0.09,1.59,0.1,10.2
2022:121422.000,121422,0.4,-0.41,-0.31,1.56,0,10.21
2022:121422.200,121422.2,0.27,-0.09,-0.05,1.57,-0.1,10.19
,121422.4,0.31,-0.35,-0.27,1.59,0,10.27
2022:121422.600,121422.6,0.41,-0.4,-0.12,1.55,-0.07,10.16
2022:121422.800,121422.8,0.48,-0.64,-0.38,1.64,-0.06,10.32
2022:121423.000,121423,0.08,-0.56,-0.04,1.49,0.09,10.2
2022:121423.200,121423.2,0.48,-0.79,-0.27,1.68,0.02,10.14
2022:121423.400,121423.4,0.7,-0.69,-0.52,1.55,-0.1,10.22
,121423.6,-0.5,0.65,0.31,1.51,0.19,10.23
2022:121423.800,121423.8,0.59,-0.21,-0.44,1.62,0.18,10.03
2022:121424.000,121424,0.49,-0.1,-0.25,1.53,0.12,10.12
2022:121424.200,121424.2,0.43,-0.12,-0.49,1.61,0.13,10.21
2022:121424.400,121424.4,0.33,-0.21,-0.03,1.53,0.07,10.24
2022:121424.600,121424.6,0.36,-0.27,-0.3,1.57,0,10.22
,121424.8,0.26,-0.52,-0.11,1.55,-0.03,10.19
,121425,0.51,-0.31,-0.41,1.61,-0.07,10.2
,121425.2,0.3,-0.59,-0.27,1.58,-0.08,10.25
2022:121425.400,121425.4,0.37,-0.43,-0.23,1.56,0,10.21
2022:121425.600,121425.6,0.29,-0.3,-0.1,1.62,-0.01,10.17
2022:121425.800,121425.8,0.35,-0.23,-0.16,1.53,0.12,10.24
2022:121426.000,121426,0.35,-0.68,-0.38,1.62,0.12,10.22
2022:121426.200,121426.2,0.44,-0.44,-0.32,1.53,0.09,10.15
,121426.4,0.3,-0.11,-0.31,1.59,0.15,10.22
2022:121426.600,121426.6,0.31,-0.11,-0.16,1.5,0.16,10.14
2022:121426.800,121426.8,0.39,-0.27,-0.24,1.6,0.13,10.19
2022:121427.000,121427,0.38,-0.36,-0.25,1.54,0.04,10.19
2022:121427.200,121427.2,0.47,-0.58,-0.49,1.55,0.04,10.19
2022:121427.400,121427.4,0.24,0.14,0.02,1.6,-0.09,10.14
2022:121427.600,121427.6,0.52,-0.47,-0.45,1.56,0.03,10.27
2022:121427.800,121427.8,0.22,-0.29,0.08,1.6,-0.14,10.24
2022:121428.000,121428,0.35,-0.2,-0.27,1.56,0.04,10.22
2022:121428.200,121428.2,0.45,-0.5,-0.14,1.64,0.05,10.21
,121428.4,0.47,-0.61,-0.45,1.53,0.07,10.17
,121428.6,0.32,-0.33,-0.15,1.58,0.13,10.21
2022:121428.800,121428.8,0.4,-0.54,-0.36,1.53,0.18,10.17
2022:121429.000,121429,0.52,-0.38,-0.36,1.59,0.09,10.18
2022:121429.200,121429.2,0.23,-0.14,-0.17,1.52,0.19,10.2
,121429.4,0.43,-0.19,-0.26,1.59,0.09,10.15
,121429.6,0.08,0.25,0.03,1.51,0.08,10.14
2022:121429.800,121429.8,0.46,-0.16,-0.33,1.6,0.01,10.21
2022:121430.000,121430,0.32,-0.17,-0.21,1.54,-0.01,10.2
,121430.2,0.27,0.02,-0.12,1.55,-0.03,10.25
,121430.6,0.42,-0.54,-0.29,1.61,0.05,10.26
2022:121430.800,121430.8,0.41,-0.57,-0.17,1.6,-0.01,10.18
,121431,0.26,0.02,-0.09,1.55,0.13,10.15
2022:121431.200,121431.2,0.42,-0.53,-0.31,1.56,0.17,10.19
2022:121431.400,121431.4,0.42,-0.57,-0.35,1.52,0.17,10.21
,121431.6,0.22,-0.05,-0.18,1.54,0.2,10.14
,121431.8,0.38,-0.35,-0.33,1.55,0.21,10.16
2022:121432.000,121432,0.37,-0.17,-0.22,1.54,0.07,10.21
2022:121432.200,121432.2,0.21,-0.22,-0.28,1.54,0.07,10.23
2022:121432.400,121432.4,0.35,-0.32,-0.13,1.55,0.05,10.16
2022:121432.600,121432.6,0.42,-0.15,-0.21,1.58,-0.05,10.2
2022:121432.800,121432.8,0.36,-0.38,-0.2,1.55,0.03,10.25
,121433,0.41,-0.54,-0.26,1.58,0,10.19
2022:121433.200,121433.2,0.46,-0.54,-0.38,1.58,0.02,10.21
2022:121433.400,121433.4,0.37,-0.43,-0.16,1.57,0.12,10.24
,121433.6,0.47,-0.61,-0.41,1.57,0.09,10.17
,121433.8,0.34,-0.3,-0.22,1.56,0.18,10.18
2022:121434.000,121434,0.36,-0.43,-0.24,1.54,0.19,10.18
2022:121434.200,121434.2,0.3,-0.1,-0.11,1.54,0.17,10.16
2022:121434.400,121434.4,0.39,-0.16,-0.27,1.54,0.18,10.2
2022:121434.600,121434.6,0.4,-0.15,-0.32,1.55,0.13,10.19
2022:121434.800,121434.8,0.41,-0.13,-0.29,1.55,0.01,10.21
,121435.2,0.34,-0.34,-0.14,1.56,0.01,10.25
2022:121435.400,121435.4,0.38,-0.38,-0.19,1.55,-0.04,10.2
,121435.6,0.33,-0.39,-0.16,1.58,0.01,10.21
2022:121435.800,121435.8,0.37,-0.54,-0.28,1.55,0.03,10.22
2022:121436.000,121436,,,,,,
,121436.2,,,,,,
,121436.4,0.39,-0.39,-0.26,1.58,0.15,10.15
2022:121436.600,121436.6,0.35,-0.27,-0.21,1.55,0.21,10.22
,121436.8,0.34,-0.33,-0.19,1.54,0.18,10.19
2022:121437.000,121437,,,,,,
,121437.2,0.38,-0.08,-0.24,1.52,0.13,10.19
2022:121437.400,121437.4,0.41,-0.24,-0.23,1.56,0.07,10.21
2022:121437.600,121437.6,,,,,,
,121437.8,0.37,-0.33,-0.18,1.55,0.02,10.23
2022:121438.000,121438,0.32,-0.29,-0.19,1.57,-0.01,10.25
2022:121438.200,121438.2,,,,,,
,121438.4,0.44,-0.55,-0.37,1.57,0.11,10.24
2022:121438.600,121438.6,,,,,,
,121438.8,0.18,0.46,0,1.57,0.16,10.17
2022:121439.000,121439,0.32,-0.29,-0.15,1.53,0.2,10.23
2022:121439.200,121439.2,0.35,-0.42,-0.46,1.52,0.24,10.17
,121439.4,0.31,0.23,-0.08,1.51,0.24,10.17
2022:121439.600,121439.6,0.19,0,-0.05,1.51,0.25,10.19
,121439.8,0.4,-0.22,-0.2,1.51,0.19,10.16
,121440,0.36,-0.32,-0.23,1.53,0.11,10.18
2022:121440.200,121440.2,0.31,-0.17,-0.29,1.51,0.08,10.23
2022:121440.400,121440.4,0.41,-0.45,-0.17,1.57,0.1,10.23
2022:121440.600,121440.6,,,,,,
,121440.8,,,,,,
2022:121441.000,121441,0.34,-0.59,-0.31,1.53,0.16,10.19
2022:121441.200,121441.2,0.55,-0.67,-0.29,1.58,0.08,10.17
2022:121441.400,121441.4,0.41,-0.56,-0.42,1.52,0.19,10.25
2022:121441.600,121441.6,,,,,,
,121441.8,0.19,0.08,-0.09,1.52,0.21,10.15
2022:121442.000,121442,0.38,-0.47,-0.48,1.55,0.15,10.19
,121442.4,0.46,0.17,-0.16,1.54,0.17,10.18
2022:121442.600,121442.6,0.55,-0.68,-0.52,1.55,0.15,10.23
2022:121442.800,121442.8,,,,,,
,121443,0.3,0.02,-0.21,1.54,0.05,10.25
2022:121443.200,121443.2,,,,,,
,121443.4,0.37,-0.68,-0.3,1.55,0.03,10.17
2022:121443.600,121443.6,0.43,-0.34,-0.15,1.59,0.13,10.2
2022:121443.800,121443.8,0.54,-1.08,-0.49,1.53,0.1,10.25
2022:121444.000,121444,,,,,,
,121444.2,0.44,-0.66,-0.36,1.55,0.09,10.22
,121444.4,0.62,-0.66,-0.25,1.58,-0.06,10.17
2022:121444.700,121444.7,0.23,-0.05,-0.1,1.53,0.06,10.22
2022:121444.900,121444.9,0.49,-0.64,-0.46,1.58,0.07,10.23
,121445.1,0.31,-0.58,-0.11,1.55,0.07,10.18
2022:121445.300,121445.3,0.45,-0.2,-0.4,1.55,0.17,10.19
2022:121445.500,121445.5,0.34,-0.6,-0.29,1.58,0.2,10.24
2022:121445.700,121445.7,0.4,-0.37,-0.33,1.52,0.17,10.16
2022:121445.900,121445.9,0.35,-0.37,-0.11,1.57,0.03,10.19
2022:121446.200,121446.2,0.51,-0.66,-0.39,1.55,0.09,10.33
2022:121446.400,121446.4,0.32,-0.68,-0.21,1.53,0.07,10.19
2022:121446.600,121446.6,0.21,-0.21,-0.08,1.54,0.16,10.15
2022:121446.800,121446.8,0.4,-0.43,-0.24,1.56,0.23,10.19
,121447,0.38,-0.57,-0.37,1.54,0.17,10.18
,121447.2,0.36,0.04,-0.25,1.55,0.21,10.17
2022:121447.400,121447.4,0.39,-0.32,-0.34,1.53,0.2,10.24
,121447.6,0.31,-0.14,-0.27,1.53,0.14,10.18
,121447.8,0.29,-0.13,-0.09,1.54,0.14,10.22
2022:121448.000,121448,0.4,-0.35,-0.28,1.54,0.05,10.19
2022:121448.200,121448.2,0.24,-0.17,-0.2,1.54,0,10.24
2022:121448.400,121448.4,0.45,-0.4,-0.29,1.56,0.06,10.22
2022:121448.600,121448.6,0.37,-0.38,-0.15,1.57,0.02,10.19
,121448.8,0.39,-0.47,-0.27,1.56,0.09,10.2
,121449,0.45,-0.56,-0.31,1.58,0.08,10.21
,121449.2,0.38,-0.47,-0.31,1.55,0.16,10.21
2022:121449.400,121449.4,0.41,-0.48,-0.27,1.57,0.15,10.17
2022:121449.600,121449.6,0.33,-0.18,-0.18,1.52,0.2,10.18
2022:121449.800,121449.8,0.36,-0.38,-0.33,1.54,0.23,10.22
,121450,0.4,-0.39,-0.28,1.54,0.15,10.14
2022:121450.200,121450.2,0.37,-0.12,-0.36,1.53,0.15,10.21
2022:121450.400,121450.4,0.3,-0.2,-0.13,1.56,0.06,10.2
2022:121451.000,121451,0.42,-0.27,-0.27,1.55,0.01,10.21
,121451.2,0.4,-0.47,-0.29,1.56,0.05,10.22
2022:121451.400,121451.4,0.28,-0.39,-0.22,1.55,0.15,10.19
,121452.2,0.38,-0.42,-0.3,1.55,0.2,10.19
2022:121452.400,121452.4,0.45,-0.33,-0.35,1.55,0.19,10.17
2022:121452.600,121452.6,0.31,-0.3,-0.28,1.54,0.18,10.2
2022:121452.800,121452.8,0.36,-0.02,-0.24,1.52,0.18,10.16
2022:121453.000,121453,0.4,-0.07,-0.28,1.55,0.09,10.2
2022:121453.400,121453.4,0.32,-0.28,-0.25,1.54,0.07,10.24
,121453.6,0.39,-0.3,-0.18,1.56,0.04,10.18
2022:121453.800,121453.8,0.37,-0.44,-0.25,1.55,0.02,10.21
,121454,0.43,-0.43,-0.24,1.57,0.02,10.23
2022:121454.200,121454.2,0.33,-0.59,-0.25,1.55,0.07,10.21
2022:121454.400,121454.4,0.33,-0.07,-0.22,1.53,0.09,10.22
2022:121454.600,121454.6,,,,,,
,121454.8,0.39,-0.45,-0.22,1.54,0.19,10.22
2022:121455.000,121455,0.3,-0.34,-0.27,1.53,0.16,10.17
2022:121455.200,121455.2,0.33,-0.14,-0.23,1.55,0.21,10.2
2022:121455.400,121455.4,0.38,-0.31,-0.3,1.54,0.16,10.18
,121455.6,0.31,-0.15,-0.3,1.54,0.15,10.18
2022:121455.800,121455.8,0.32,-0.53,-0.26,1.56,0.12,10.2
2022:121456.000,121456,0.39,-0.16,-0.23,1.54,0.06,10.21
2022:121456.200,121456.2,0.35,-0.31,-0.22,1.56,0.04,10.22
2022:121456.400,121456.4,0.36,-0.3,-0.19,1.55,0.04,10.17
2022:121456.600,121456.6,0.32,-0.32,-0.27,1.54,0.18,10.17
,121456.8,0.37,-0.31,-0.15,1.55,0.04,10.21
2022:121457.000,121457,0.33,-0.62,-0.24,1.57,0.08,10.22
2022:121457.200,121457.2,0.4,-0.41,-0.21,1.55,0.1,10.18
2022:121457.400,121457.4,0.38,-0.56,-0.28,1.56,0.16,10.21
,121457.6,0.36,-0.33,-0.29,1.55,0.16,10.16
,121457.8,0.35,-0.36,-0.18,1.58,0.01,10.21
,121458,0.36,-0.15,-0.25,1.53,0.16,10.15
2022:121458.200,121458.2,0.36,-0.21,-0.29,1.54,0.17,10.21
2022:121458.400,121458.4,0.4,-0.14,-0.23,1.53,0.12,10.2
,121458.6,0.38,-0.24,-0.34,1.55,0.08,10.21
2022:121458.800,121458.8,0.35,-0.1,-0.13,1.54,0.06,10.2
,121459,0.35,-0.35,-0.19,1.56,0.01,10.21
2022:121459.200,121459.2,,,,,,
,121459.4,0.3,-0.18,-0.2,1.54,0.16,10.16
,121459.6,0.43,-0.62,-0.32,1.56,0.06,10.21
,121459.8,0.37,-0.13,-0.21,1.54,0.08,10.16
,121460,0.4,-0.36,-0.36,1.56,0.06,10.22
,121460.2,0.36,-0.44,-0.25,1.57,0.16,10.2
,121460.4,0.43,-0.59,-0.27,1.57,-0.01,10.18
,121460.6,0.35,-0.28,-0.29,1.57,0.13,10.18
,121460.8,0.24,0,-0.2,1.49,0.25,10.16
2022:121461.000,121461,0.39,-0.75,-0.26,1.56,0.01,10.18
2022:121461.200,121461.2,0.41,-0.02,-0.29,1.54,0.05,10.2
,121461.4,0.27,-0.18,-0.29,1.53,0.11,10.22
2022:121461.600,121461.6,0.45,-0.5,-0.24,1.58,0.05,10.19
2022:121461.800,121461.8,0.33,0.01,-0.29,1.54,0.25,10.17
2022:121462.000,121462,,,,,,
,121462.2,0.38,-0.54,-0.2,1.54,0,10.19
,121462.4,0.3,-0.32,-0.04,1.57,0.05,10.2
2022:121462.600,121462.6,0.37,-0.55,-0.25,1.55,0.13,10.19
,121462.8,0.44,-0.59,-0.24,1.57,0.1,10.14
,121463,0.42,-0.14,-0.33,1.57,0.15,10.19
,121463.2,0.44,-0.59,-0.3,1.56,0.02,10.24
2022:121463.400,121463.4,0.31,-0.36,-0.22,1.54,0.16,10.15
2022:121463.600,121463.6,0.35,0.01,-0.2,1.53,0.18,10.2
2022:121463.800,121463.8,0.46,-0.44,-0.14,1.57,0.07,10.16
2022:121464.000,121464,,,,,,
,121464.2,,,,,,
2022:121464.400,121464.4,0.47,-0.5,-0.38,1.59,0.17,10.18
,121464.6,0.38,0,-0.23,1.54,0.13,10.2
,121464.8,0.29,-0.34,-0.33,1.53,0.24,10.28
2022:121465.000,121465,0.34,-0.24,-0.11,1.54,0.1,10.1
,121465.2,0.3,0.03,-0.13,1.55,0.11,10.21
2022:121465.400,121465.4,,,,,,
,121465.6,0.37,-0.16,-0.15,1.56,0.01,10.18
,121465.8,0.41,-0.34,-0.25,1.55,0.08,10.24
2022:121466.000,121466,0.41,-0.58,-0.35,1.56,0.19,10.2
2022:121466.200,121466.2,0.37,-0.18,-0.2,1.58,0.02,10.22
2022:121466.400,121466.4,0.38,-0.58,-0.23,1.56,0.09,10.25
,121466.6,0.41,-0.73,-0.3,1.56,0.08,10.18
2022:121466.800,121466.8,,,,,,
,121467,0.38,-0.36,-0.31,1.54,0.18,10.21
2022:121467.200,121467.2,0.39,-0.27,-0.22,1.55,0.16,10.16
2022:121467.400,121467.4,0.45,-0.51,-0.42,1.56,0.18,10.19
,121467.6,0.34,-0.18,-0.23,1.53,0.12,10.15
,121467.8,0.44,-0.31,-0.4,1.56,0.17,10.2
2022:121468.000,121468,0.32,-0.11,-0.11,1.54,0.05,10.17
,121468.2,0.37,-0.18,-0.23,1.56,0.07,10.25
2022:121468.400,121468.4,,,,,,
,121468.6,0.33,-0.18,-0.18,1.57,0.01,10.17
2022:121468.800,121468.8,0.39,-0.46,-0.18,1.58,0.02,10.23
2022:121469.000,121469,0.43,-0.51,-0.28,1.57,0.02,10.19
,121469.2,0.37,-0.59,-0.21,1.56,0.06,10.21
2022:121469.400,121469.4,0.42,-0.43,-0.23,1.58,0.08,10.18
2022:121469.600,121469.6,0.38,-0.53,-0.28,1.55,0.14,10.21
2022:121469.800,121469.8,0.38,-0.23,-0.22,1.55,0.14,10.13
2022:121470.000,121470,0.41,-0.5,-0.37,1.56,0.17,10.24
2022:121470.200,121470.2,0.33,-0.21,-0.24,1.52,0.17,10.17
2022:121470.400,121470.4,0.39,-0.37,-0.35,1.58,0.16,10.17
2022:121470.600,121470.6,0.39,0.05,-0.28,1.54,0.1,10.18
2022:121470.800,121470.8,0.31,-0.26,-0.24,1.56,0.12,10.25
2022:121471.000,121471,0.31,-0.22,-0.13,1.54,0.05,10.15
2022:121471.200,121471.2,0.34,-0.22,-0.16,1.58,0.01,10.21
,121471.4,0.37,-0.29,-0.16,1.54,0.04,10.22
,121471.6,0.41,-0.58,-0.27,1.58,0,10.21
2022:121471.800,121471.8,0.37,-0.38,-0.21,1.56,0.01,10.19
,121472,0.35,-0.4,-0.21,1.57,0.07,10.21
2022:121472.200,121472.2,0.38,-0.65,-0.32,1.55,0.09,10.2
2022:121472.400,121472.4,0.35,-0.34,-0.22,1.57,0.1,10.21
2022:121472.600,121472.6,0.3,-0.29,-0.21,1.52,0.17,10.16
2022:121472.800,121472.8,0.4,-0.32,-0.28,1.58,0.16,10.16
,121473,0.37,-0.21,-0.29,1.53,0.17,10.18
2022:121473.200,121473.2,0.41,-0.32,-0.41,1.57,0.13,10.19
2022:121473.400,121473.4,0.41,-0.13,-0.26,1.55,0.11,10.2
2022:121473.600,121473.6,0.39,-0.22,-0.31,1.55,0.09,10.23
2022:121473.800,121473.8,0.3,-0.2,-0.07,1.55,0.04,10.18
2022:121474.000,121474,0.39,-0.26,-0.26,1.56,0.04,10.2
,121474.2,0.32,-0.24,-0.16,1.57,0.01,10.22
2022:121474.400,121474.4,0.37,-0.47,-0.21,1.56,0.06,10.24
2022:121474.600,121474.6,0.34,-0.53,-0.22,1.57,-0.01,10.19
2022:121474.800,121474.8,0.36,-0.44,-0.23,1.56,0.08,10.22
2022:121475.000,121475,0.38,-0.5,-0.25,1.55,0.09,10.2
,121475.2,0.34,-0.35,-0.19,1.56,0.11,10.18
2022:121475.400,121475.4,0.3,-0.29,-0.25,1.56,0.16,10.27
2022:121475.600,121475.6,0.29,-0.49,-0.3,1.54,0.13,10.16
2022:121475.800,121475.8,0.42,0.02,-0.23,1.56,0.17,10.14
,121476,0.44,-0.39,-0.38,1.54,0.15,10.21
2022:121476.200,121476.2,0.35,-0.21,-0.21,1.56,0.08,10.16
2022:121476.400,121476.4,0.32,-0.15,-0.15,1.55,0.12,10.2
,121476.6,0.4,-0.28,-0.24,1.54,0.02,10.23
2022:121476.800,121476.8,0.31,-0.24,-0.19,1.57,0,10.2
,121477,0.38,-0.31,-0.17,1.56,0.02,10.18
,121477.2,0.43,-0.48,-0.25,1.56,0.02,10.24
,121477.4,0.17,-0.43,-0.16,1.57,-0.01,10.34
,121477.6,0.29,-0.49,-0.19,1.56,0.1,10.16
2022:121477.800,121477.8,0.47,-0.38,-0.22,1.58,0.04,10.2
2022:121478.000,121478,0.28,-0.37,-0.23,1.53,0.12,10.18
2022:121478.200,121478.2,0.37,-0.51,-0.28,1.58,0.18,10.19
2022:121478.400,121478.4,0.41,-0.46,-0.44,1.54,0.13,10.21
2022:121478.600,121478.6,0.32,-0.19,-0.22,1.56,0.14,10.17
2022:121478.800,121478.8,0.45,-0.25,-0.4,1.54,0.15,10.18
,121479,0.37,-0.3,-0.29,1.56,0.1,10.2
2022:121479.200,121479.2,0.37,-0.06,-0.2,1.55,0.09,10.16
2022:121479.400,121479.4,0.33,-0.31,-0.14,1.57,0.04,10.22
,121479.6,0.36,-0.25,-0.2,1.55,0,10.19
2022:121479.800,121479.8,0.42,-0.37,-0.23,1.57,0.02,10.21
2022:121480.000,121480,0.35,-0.37,-0.13,1.56,0.02,10.21
2022:121480.200,121480.2,0.38,-0.5,-0.24,1.58,0,10.19
2022:121480.400,121480.4,0.42,-0.49,-0.27,1.56,0.06,10.19
,121480.6,0.38,-0.49,-0.29,1.56,0.06,10.23
2022:121480.800,121480.8,0.36,-0.48,-0.2,1.55,0.12,10.17
2022:121481.000,121481,0.35,-0.3,-0.22,1.57,0.12,10.17
,121481.2,0.3,-0.39,-0.27,1.54,0.17,10.2
,121481.4,0.32,-0.33,-0.24,1.54,0.16,10.14
2022:121481.600,121481.6,0.46,-0.42,-0.32,1.56,0.1,10.15
2022:121481.800,121481.8,0.43,-0.01,-0.38,1.55,0.09,10.21
2022:121482.000,121482,0.41,-0.82,-0.47,1.52,0.12,10.21
,121482.2,0.3,-0.19,-0.21,1.57,-0.04,10.17
2022:121482.400,121482.4,0.24,0.16,0.07,1.58,0.06,10.2
2022:121482.600,121482.6,0.49,-0.57,-0.33,1.58,-0.03,10.24
2022:121482.800,121482.8,0.29,-0.25,-0.09,1.57,-0.04,10.2
2022:121483.000,121483,0.36,-0.45,-0.16,1.55,0.08,10.21
2022:121483.200,121483.2,0.47,-0.53,-0.29,1.59,-0.02,10.18
2022:121483.400,121483.4,0.34,-0.4,-0.24,1.54,0.08,10.23
2022:121483.600,121483.6,0.38,-0.52,-0.29,1.57,0.11,10.19
,121483.8,0.35,-0.45,-0.3,1.53,0.11,10.19
2022:121484.000,121484,0.41,-0.22,-0.25,1.57,0.14,10.19
,121484.2,0.4,-0.32,-0.3,1.54,0.14,10.2
2022:121484.400,121484.4,0.35,-0.18,-0.25,1.54,0.11,10.17
2022:121484.600,121484.6,0.3,-0.18,-0.26,1.54,0.11,10.21
2022:121484.800,121484.8,0.35,-0.17,-0.23,1.55,0.07,10.19
2022:121485.000,121485,0.36,-0.21,-0.29,1.55,0.05,10.21
2022:121485.200,121485.2,0.34,-0.2,-0.19,1.57,0.02,10.18
2022:121485.400,121485.4,0.38,-0.37,-0.23,1.57,0.01,10.23
,121485.6,0.31,-0.35,-0.1,1.56,0,10.2
2022:121485.800,121485.8,0.39,-0.48,-0.27,1.57,0.02,10.23
2022:121486.000,121486,0.35,-0.59,-0.17,1.57,0.04,10.21
,121486.2,0.4,-0.52,-0.28,1.56,0.04,10.18
2022:121486.400,121486.4,0.38,-0.48,-0.24,1.56,0.1,10.21
2022:121486.600,121486.6,0.46,-0.49,-0.4,1.55,0.11,10.18
2022:121486.800,121486.8,0.38,-0.41,-0.29,1.55,0.14,10.19
2022:121487.000,121487,0.41,-0.3,-0.35,1.55,0.13,10.19
,121487.2,0.43,-0.28,-0.26,1.54,0.14,10.18
2022:121487.400,121487.4,0.39,-0.17,-0.26,1.56,0.11,10.17
2022:121487.600,121487.6,0.33,-0.25,-0.13,1.56,0.1,10.21
,121487.8,0.4,-0.45,-0.29,1.54,0.01,10.22
2022:121488.000,121488,0.3,-0.24,-0.13,1.56,0.04,10.2
,121488.2,0.38,-0.39,-0.18,1.56,-0.01,10.21
2022:121488.400,121488.4,0.39,-0.33,-0.19,1.58,-0.02,10.2
,121488.6,0.38,-0.54,-0.25,1.57,0.02,10.25
2022:121488.800,121488.8,0.38,-0.63,-0.23,1.57,0.01,10.19
2022:121489.000,121489,0.38,-0.53,-0.18,1.57,0.04,10.2
2022:121489.200,121489.2,0.43,-0.47,-0.24,1.57,0.09,10.19
2022:121489.400,121489.4,0.38,-0.52,-0.28,1.57,0.08,10.15
2022:121489.600,121489.6,0.35,-0.15,-0.27,1.55,0.14,10.18
,121489.8,0.35,-0.49,-0.34,1.55,0.11,10.22
2022:121490.000,121490,0.38,-0.42,-0.28,1.59,0.02,10.22
2022:121490.300,121490.3,0.4,-0.48,-0.26,1.57,0.02,10.2
,121490.5,0.41,-0.47,-0.32,1.57,0.06,10.21
2022:121490.700,121490.7,0.38,-0.38,-0.29,1.58,0.09,10.19
2022:121490.900,121490.9,0.31,-0.44,-0.2,1.56,0.12,10.2
,121491.1,,,,,,
2022:121491.300,121491.3,0.32,-0.39,-0.28,1.53,0.14,10.19
2022:121491.500,121491.5,,,,,,
,121491.7,0.36,-0.33,-0.25,1.54,0.1,10.21
2022:121491.900,121491.9,0.39,-0.32,-0.26,1.55,0.02,10.18
2022:121492.100,121492.1,0.38,-0.21,-0.22,1.56,0,10.22
2022:121492.300,121492.3,0.38,-0.26,-0.21,,,
,121492.5,0.35,-0.4,-0.25,1.58,-0.03,10.22
2022:121492.700,121492.7,0.42,-0.44,-0.24,1.56,0,10.2
2022:121492.900,121492.9,0.46,-0.6,-0.31,1.59,-0.01,10.21
,121493.1,0.35,-0.29,-0.21,1.58,0.03,10.22
,121493.3,0.48,-0.64,-0.4,1.58,0.05,10.22
2022:121493.500,121493.5,0.31,-0.46,-0.16,1.56,0.08,10.18
2022:121493.700,121493.7,,,,,,
,121493.9,,,,,,
,121494.1,0.34,-0.14,-0.27,1.55,0.07,10.18
2022:121494.300,121494.3,0.33,-0.32,-0.27,1.53,0.15,10.19
2022:121494.500,121494.5,0.37,-0.2,-0.21,1.57,0.02,10.17
,121494.7,0.36,-0.07,-0.22,1.55,0.08,10.21
2022:121494.900,121494.9,0.39,-0.36,-0.29,1.56,0.02,10.21
,121495.1,0.38,-0.22,-0.21,1.56,-0.04,10.21
2022:121495.300,121495.3,,,,,,
,121495.5,0.4,-0.46,-0.26,1.58,-0.02,10.19
,121495.7,0.41,-0.43,-0.27,1.58,-0.01,10.22
2022:121495.900,121495.9,0.39,-0.43,-0.24,1.58,0.04,10.23
2022:121496.100,121496.1,0.4,-0.59,-0.29,1.57,0.02,10.2
,121496.3,0.32,-0.27,-0.14,1.58,0.09,10.17
,121496.5,0.38,-0.5,-0.32,1.55,0.12,10.21
